NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;ANO_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;TIPO_PRODUTO
LUFTAL;27/09/1991;1991;NOVO;101800120;01/03/2022;25992003199;ADSORVENTES E ANTIFISETICOS INTESTINAIS SIMPLES;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SUSTRATE;27/09/1991;1991;NOVO;101800130;01/06/2016;25992011001;NITRITOS NITRATOS E SEMELHANTES;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DIPROSONE;11/11/1991;1991;NOVO;100930033;01/05/2008;25992014089;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
MACRODANTINA;11/11/1991;1991;NOVO;100930062;01/06/2014;25000002208;NITROFURANICOS;33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
POLARAMINE;11/11/1991;1991;NOVO;100930082;01/10/2014;25000002183;ANTIALERGICOS;33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
SPOROSTATIN;11/11/1991;1991;NOVO;100930100;01/10/2014;25991034568;ANTIMICOTICOS SISTEMICOS;33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
VUMON;20/11/1991;1991;NOVO;101800137;01/02/2018;25991005382;ANTINEOPLASICO;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TEMGESIC;27/11/1991;1991;NOVO;100930162;01/03/2003;25001009979;ANALGESICOS NARCOTICOS;33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
NEOSULIN N;06/12/1991;1991;NOVO;105740004;01/11/2008;25001010809;ANTIDIABETICOS;16921603000166 - NOVO NORDISK PRODUÇÃO FARMACÊUTICA DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NEUROLIL;13/12/1991;1991;NOVO;105830194;01/05/2003;25992009907;HIPNOTICOS;45992062000165 - GERMED FARMACEUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PEPTULAN;20/12/1991;1991;NOVO;103940199;01/03/2015;25992005697;ANTIULCEROSOS;61150819000120 - LABORATÓRIO AMERICANO DE FARMACOTERAPIA S/A;CADUCO/CANCELADO;;MEDICAMENTO
LADOGAL;11/06/1992;1992;NOVO;119240051;01/06/2011;25992021517;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;61099966000112 - SANOFI - SYNTHELABO FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BRONCO-AMOXIL;01/08/1992;1992;NOVO;101070011;01/08/0200;25000002529;PENICILINA DE AMPLO ESPECTRO;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
FLORATE;03/08/1992;1992;NOVO;100230269;01/05/2014;25000000587;GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES;60412327000100 - ALCON LABORATÓRIOS DO BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
VASCASE;03/08/1992;1992;NOVO;101000181;01/08/2027;25370000291;ANTI-HIPERTENSIVOS;33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
GYNO-ICADEN;29/09/1992;1992;NOVO;100200134;01/08/2018;25351441945;PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES;56990534000167 - SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SUMAX;15/10/1992;1992;NOVO;100330163;01/10/2027;25351568764;ANALGESICOS CONTRA ENXAQUECA;61230314000175 - LIBBS FARMACÊUTICA LTDA;VÁLIDO;SUCCINATO DE SUMATRIPTANA;MEDICAMENTO
CELANCE;20/10/1992;1992;NOVO;112600096;01/06/2008;25000017016;ANTIPARKINSONIANOS;43940618000144 - ELI LILLY DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
XAROPE DE BENZOATO DE SÓDIO COMPOSTO;17/02/1993;1993;NOVO;50272;01/02/1998;25992018971;EXPECTORANTES SIMPLES;57552697000120 - AMERICO BOARETTO-ME;CADUCO/CANCELADO;;MEDICAMENTO
Metamucil;26/02/1993;1993;NOVO;121430017;01/02/2010;25991007171;FITOTERAPICO SIMPLES + LAXANTES INCREMENTADORES DO BOLO INTESTINAL;67712562000139 - PROCTER & GAMBLE HIGIENE E COSMÉTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ASPIRINA C EFERVESC;02/06/1993;1993;NOVO;104290037;01/10/2018;25001007955;ANALGESICOS NAO NARCOTICOS;14372981000102 - BAYER S.A.;CADUCO/CANCELADO;;MEDICAMENTO
ALKA-SELTZER;05/07/1993;1993;NOVO;104290072;01/11/2008;25992007421;ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS;14372981000102 - BAYER S.A.;CADUCO/CANCELADO;;MEDICAMENTO
VACINA ADN RECOMINANTE CONTRA A HEPATITE B;05/07/1993;1993;NOVO;117470004;01/07/2008;25000005436;VACINAS;61774717000185 - CUBANACAN COMÉRCIO INTERNACIONAL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PRIMOLUT - NOR;16/07/1993;1993;NOVO;100200034;01/11/2013;25992010878;PROGESTAGENOS SIMPLES;56990534000167 - SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PRIMOSISTON;16/07/1993;1993;NOVO;100200037;01/06/2014;25992010875;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;56990534000167 - SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BENFLOGIN;09/12/1993;1993;NOVO;121170003;01/05/2009;25991005040;ANTINFLAMATORIOS;71524631000158 - ASTA MÉDICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
FLOGO-ROSA;09/12/1993;1993;NOVO;121170039;01/02/2007;25991006721;ANTINFLAMATORIOS;71524631000158 - ASTA MÉDICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
HIDROCIN;09/12/1993;1993;NOVO;121170018;01/10/2004;25992000781;OUTRAS PREPARACOES PARA TERAPIA SINTOMATICA NASAL;71524631000158 - ASTA MÉDICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
KAMILLOL;09/12/1993;1993;NOVO;121170061;01/01/2005;25991013471;PRODUTOS NATURAIS ASSOCIADOS;71524631000158 - ASTA MÉDICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DILENA;03/01/1994;1994;NOVO;101710074;01/01/2014;25000012975;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
MINULET;18/01/1994;1994;NOVO;121100005;01/03/2028;25001009503;ANTICONCEPCIONAIS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LORAX;02/03/1994;1994;NOVO;121100035;01/10/2026;25992002695;ANSIOLITICOS SIMPLES;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;LORAZEPAM;MEDICAMENTO
SORCAL;02/03/1994;1994;NOVO;121100022;01/08/2026;25992003395;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TRINORDIOL;02/03/1994;1994;NOVO;121100025;01/07/2014;25991013277;ANTICONCEPCIONAIS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLIMENE;23/03/1994;1994;NOVO;100200076;01/03/2014;25000016517;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;56990534000167 - SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ZOLOFT;23/03/1994;1994;NOVO;102160004;01/03/2019;25000007911;ANTIDEPRESSIVOS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
FATOR VIII BIOTEST SDH;22/04/1994;1994;NOVO;109140008;01/05/2015;25001000356;ANTI-HEMORRAGICOS;33348731000181 - BIOTEST FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PLASMASTERIL;22/04/1994;1994;NOVO;100410025;01/05/2009;25000016588;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS;49324221000104 - FRESENIUS KABI BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
RUDIVAX VACINA DE VIRUS VIVO ATENUADO CONTRA RUBEOLA;30/05/1994;1994;NOVO;116090001;01/10/2009;25000015661;VACINAS;24040487000102 - SANOFI PASTEUR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CEFZIL;02/08/1994;1994;NOVO;101800155;01/06/2014;25000002237;CEFALOSPORINAS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CEFROM;24/08/1994;1994;NOVO;113000406;01/08/2004;25000010514;CEFALOSPORINAS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SUFENTA;24/08/1994;1994;NOVO;112360032;01/08/2029;25000009271;ANESTESICOS GERAIS INJETAVEIS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
AEROLIN;15/09/1994;1994;NOVO;100250003;01/08/2006;25992000136;BRONCODILATADORES;33172560000182 - GLAXO WELLCOME S/A;CADUCO/CANCELADO;;MEDICAMENTO
NIZORAL;15/09/1994;1994;NOVO;112360016;01/06/2030;25991004907;ANTIMICOTICO;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;CETOCONAZOL;MEDICAMENTO
CEFAMOX;24/10/1994;1994;NOVO;101800108;01/10/2016;25991009958;CEFALOSPORINAS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Inderal;09/12/1994;1994;NOVO;116180019;01/11/2019;25001006369;BETABLOQUEADORES SIMPLES;60318797000100 - ASTRAZENECA DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MAGNESIA BISURADA;12/12/1994;1994;NOVO;121100057;01/09/2019;25991003791;ANTIACIDO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Vacina adsorvida contra Difteria, Tétano, Coqueluche e Poliomielite I;20/12/1994;1994;NOVO;116090018;01/10/2009;25000006389;VACINAS;24040487000102 - SANOFI PASTEUR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BECLOSOL;08/03/1995;1995;NOVO;100250005;01/06/2008;25992005458;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;33172560000182 - GLAXO WELLCOME S/A;CADUCO/CANCELADO;;MEDICAMENTO
CLARIL;08/03/1995;1995;NOVO;100230177;01/03/2015;25991003700;DESCONGESTIONATES OFTALMICOS;60412327000100 - ALCON LABORATÓRIOS DO BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
GYNO-FUNGIX;08/03/1995;1995;NOVO;112360020;01/03/2023;25001019105;ANTIMICOTICOS PARA USO TOPICO;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Pomada de Erva de Bicho Adrenalina e Hamamélis Composta Imescard;08/03/1995;1995;NOVO;105040011;01/02/2025;25992003794;ANTI-HEMORROIDARIOS TOPICOS;19791813000175 - LABORATÓRIOS OSÓRIO DE MORAES LTDA;VÁLIDO;BENZOCAÍNA +  DAVILLA RUGOSA POIR. +  EPINEFRINA +  FENOL +  HAMAMELIS VIRGINIANA L. +  MENTOL +  POLYGONUM HIDROPIPER;MEDICAMENTO
VEPESID;08/03/1995;1995;NOVO;101800135;01/12/2016;25991006654;ANTINEOPLASICO;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NALDECON;16/03/1995;1995;NOVO;101800146;01/06/2021;25992006675;ANALGESICOS NAO NARCOTICOS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PARAPLATIN;16/03/1995;1995;NOVO;101800115;01/05/2014;25001005603;ANTINEOPLASICO;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
REPARIL;16/03/1995;1995;NOVO;106390052;01/01/2020;25992004645;ANTINFLAMATORIOS;60397775000174 - TAKEDA PHARMA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
TERRA - CORTRIL;16/03/1995;1995;NOVO;102160021;01/12/2019;25992000391;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TERRAMICINA;16/03/1995;1995;NOVO;102160024;01/02/2019;25992000582;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TETREX;16/03/1995;1995;NOVO;101800131;01/02/2013;25992015526;CLASSE DAS TETRACICLINAS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
GESTINOL;21/03/1995;1995;NOVO;100330027;01/04/2025;25001019634;ANTICONCEPCIONAIS;61230314000175 - LIBBS FARMACÊUTICA LTDA;VÁLIDO;ETINILESTRADIOL +  GESTODENO;MEDICAMENTO
LASILACTONA;21/03/1995;1995;NOVO;113000051;01/03/2025;25001007244;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PLATIRAN;07/04/1995;1995;NOVO;101800143;01/02/2013;25991002377;ANTINEOPLASICO;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DEPAKENE;13/04/1995;1995;NOVO;105530023;01/08/2004;25991012594;ANTICONVULSIVANTES;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NOVAMIN;13/04/1995;1995;NOVO;101800106;01/02/2013;25992002574;AMINOGLICOSIDEOS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
RINO-LASTIN;13/04/1995;1995;NOVO;121170076;01/05/2005;25000015490;ANTIALERGICOS;71524631000158 - ASTA MÉDICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
UNASYN;13/04/1995;1995;NOVO;102160052;01/04/2020;25000011294;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
UNASYN;13/04/1995;1995;NOVO;102160207;01/04/2020;25351163499;ANTIBIOTICOS SISTEMICOS SIMPLES;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
UNASYN;13/04/1995;1995;NOVO;102160218;01/04/2020;25351163316;ANTIBIOTICOS SISTEMICOS SIMPLES;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LUPRON DEPOT;27/04/1995;1995;NOVO;105530183;01/05/2019;25001020628;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BUFEDIL;18/05/1995;1995;NOVO;105530013;01/06/2015;25991008675;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VIDEX;18/05/1995;1995;NOVO;101800150;01/03/2017;25000018011;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
EFEXOR;22/05/1995;1995;NOVO;121100074;01/05/2020;25000012893;ANTIDEPRESSIVOS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MITOCIN;22/05/1995;1995;NOVO;101800122;01/10/2016;25992014745;ANTIBIOTICOS ANTINEOPLASICOS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DAKTOZIN;12/06/1995;1995;NOVO;112360034;01/06/2005;25000020284;ANTIMICOTICOS PARA USO TOPICO;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MESIGYNA;12/06/1995;1995;NOVO;100200078;01/06/2010;25000007107;ANTICONCEPCIONAIS;56990534000167 - SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NAVELBINE;12/06/1995;1995;NOVO;121170081;01/06/2005;25000007473;ANTINEOPLASICOS CITOTOXICOS;71524631000158 - ASTA MÉDICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PANTOZOL;03/07/1995;1995;NOVO;106390182;01/04/2025;25000017619;ANTIACIDOS E ANTIULCEROSOS SIMPLES;60397775000174 - TAKEDA PHARMA LTDA.;VÁLIDO;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;MEDICAMENTO
MERONEM;24/07/1995;1995;NOVO;116180056;01/07/2020;25000015978;ANTIBIOTICOS SISTEMICOS SIMPLES;60318797000100 - ASTRAZENECA DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ESTRACOMB TTS;10/08/1995;1995;NOVO;100680012;01/08/2005;25000006720;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
VACINA ADSORVIDA CONTRA DIFTERIA, TETANO E COQUELUCHE;17/08/1995;1995;NOVO;116090016;01/08/2005;25000007898;VACINAS;24040487000102 - SANOFI PASTEUR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VACINA MENINGOCÓCICA AC;17/08/1995;1995;NOVO;116090022;01/08/2010;25000009551;VACINAS;24040487000102 - SANOFI PASTEUR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VACINA PNEUMOCÓCICA POLIVALENTE;17/08/1995;1995;NOVO;116090021;01/08/2010;25000007680;VACINAS;24040487000102 - SANOFI PASTEUR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MYCOSPOR;25/08/1995;1995;NOVO;104290053;01/03/2015;25001006902;ANTIMICOTICOS PARA USO TOPICO;14372981000102 - BAYER S.A.;CADUCO/CANCELADO;;MEDICAMENTO
PULMOZYME;25/08/1995;1995;NOVO;101000532;01/08/2030;25000013249;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;VÁLIDO;ALFADORNASE;MEDICAMENTO
TOBRADEX;25/08/1995;1995;NOVO;100230216;01/08/2015;25001004696;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;60412327000100 - ALCON LABORATÓRIOS DO BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
VEXOL;25/08/1995;1995;NOVO;100230213;01/08/2005;25000022310;GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES;60412327000100 - ALCON LABORATÓRIOS DO BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
CLAFORAN;22/09/1995;1995;NOVO;113000028;01/04/2018;25992010474;CEFALOSPORINAS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
RAPIFEN;22/09/1995;1995;NOVO;112360025;01/10/2028;25001017891;ANESTESICOS GERAIS INJETAVEIS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TRALEN;22/09/1995;1995;NOVO;102160040;01/03/2020;25991002028;ANTIMICOTICOS PARA USO TOPICO;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TRENTAL;22/09/1995;1995;NOVO;113000005;01/04/2018;25992014239;VASODILATADORES;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
FLUTIVATE;25/09/1995;1995;NOVO;100250058;01/09/2005;25000004309;HORMONIOS CORTICOSTEROIDES;33172560000182 - GLAXO WELLCOME S/A;CADUCO/CANCELADO;;MEDICAMENTO
ELOCOM;29/09/1995;1995;NOVO;100930182;01/09/2015;25000000421;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
DERMATOP;16/10/1995;1995;NOVO;113000073;01/09/2027;25001004523;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CARDIZEM;03/11/1995;1995;NOVO;103670062;01/08/2028;25001001316;ANTI-HIPERTENSIVOS;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE DILTIAZEM;MEDICAMENTO
KLARICID;03/11/1995;1995;NOVO;105530200;01/12/2026;25370000293;MACROLIDEOS;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;VÁLIDO;CLARITROMICINA;MEDICAMENTO
SERZONE;03/11/1995;1995;NOVO;101800168;01/04/2010;25000017113;ANTIDEPRESSIVOS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ZOFRAN;03/11/1995;1995;NOVO;100250050;01/12/2011;25000012986;ANTIEMETICOS E ANTINAUSEANTES;33172560000182 - GLAXO WELLCOME S/A;CADUCO/CANCELADO;;MEDICAMENTO
ALFAD;21/11/1995;1995;NOVO;112130175;01/11/2005;25000004920;ANALOGO SINTETICO DA VITAMINA D;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BEROCCAL;21/11/1995;1995;NOVO;101000534;01/11/2005;25000008555;POLIVITAMINICOS COM MINERAIS;33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
PREPULSID;21/11/1995;1995;NOVO;112360030;01/03/2005;25001005270;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BUSCOPAN;04/12/1995;1995;NOVO;103670014;01/07/2029;25992010906;ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
CIPRO;06/12/1995;1995;NOVO;104290056;01/05/2018;25001005028;ANTIBIOTICOS SISTEMICOS SIMPLES;14372981000102 - BAYER S.A.;CADUCO/CANCELADO;;MEDICAMENTO
DILAUDID;26/12/1995;1995;NOVO;101160125;01/12/2005;25000013209;ANALGESICOS NARCOTICOS;33258450000138 - KNOLL PRODUTOS QUIMICOS E FARMACEUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
RETEMIC;26/12/1995;1995;NOVO;101180108;01/12/2025;25000012951;ANTIESPASMODICOS;62462015000129 - APSEN FARMACEUTICA S/A;VÁLIDO;CLORIDRATO DE OXIBUTININA;MEDICAMENTO
VESANOID;26/12/1995;1995;NOVO;101000535;01/12/2020;25000020923;ANTINEOPLASICO;33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
CALCORT;02/02/1996;1996;NOVO;113000201;01/11/2029;25001004713;GLICOCORTICOIDES SISTEMICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DIGOXINA;02/02/1996;1996;NOVO;100250079;01/10/2004;25992011573;GLICOSIDEOS CARDIACOS;33172560000182 - GLAXO WELLCOME S/A;CADUCO/CANCELADO;;MEDICAMENTO
EQUILID;02/02/1996;1996;NOVO;113000185;01/10/2026;25992011737;NEUROLEPTICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
IMURAN;02/02/1996;1996;NOVO;100250071;01/10/2005;25992001302;ANTIMETABOLICOS ANALOGOS DA PURINA;33172560000182 - GLAXO WELLCOME S/A;CADUCO/CANCELADO;;MEDICAMENTO
LANVIS;02/02/1996;1996;NOVO;100250062;01/04/2010;25992005300;OUTROS ANTINEOPLASICOS;33172560000182 - GLAXO WELLCOME S/A;CADUCO/CANCELADO;;MEDICAMENTO
RIFOCINA SPRAY;02/02/1996;1996;NOVO;113000202;01/06/2026;25992000621;ANTIBACTERIANO;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ZOVIRAX;02/02/1996;1996;NOVO;100250088;01/02/2008;25001002625;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);33172560000182 - GLAXO WELLCOME S/A;CADUCO/CANCELADO;;MEDICAMENTO
ZYLORIC;02/02/1996;1996;NOVO;100250078;01/10/2004;25992009918;ANTIGOTOSOS;33172560000182 - GLAXO WELLCOME S/A;CADUCO/CANCELADO;;MEDICAMENTO
XAROPE VICK;07/02/1996;1996;NOVO;121430004;01/02/2016;25000017923;EXPECTORANTES;67712562000139 - PROCTER & GAMBLE HIGIENE E COSMÉTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
