NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;ANO_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;TIPO_PRODUTO
CLORIDRATO DE DOXICICLINA;09/08/2000;2000;GENÉRICO;102350462;01/08/2025;25351015353;CLASSE DAS TETRACICLINAS;57507378000365 - EMS S/A;VÁLIDO;CLORIDRATO DE DOXICICLINA;MEDICAMENTO
MEBENDAZOL;09/08/2000;2000;GENÉRICO;109680055;01/08/2005;25351013144;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;43521129000158 - LABORATÓRIO KINDER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NISTATINA;09/08/2000;2000;GENÉRICO;102940100;01/08/2010;25351014563;ANTIMICOTICO;61541132000115 - NEOLATINA COMÉRCIO E INDÚSTRIA FARMACEUTICA S.A;CADUCO/CANCELADO;;MEDICAMENTO
cloridrato de fluoxetina;09/08/2000;2000;GENÉRICO;102350464;01/08/2025;25000054570;ANTIDEPRESSIVOS;57507378000365 - EMS S/A;VÁLIDO;CLORIDRATO DE FLUOXETINA;MEDICAMENTO
AMOXICILINA;14/08/2000;2000;GENÉRICO;102350465;01/08/2025;25351013737;PENICILINA DE AMPLO ESPECTRO;57507378000365 - EMS S/A;VÁLIDO;AMOXICILINA TRI-HIDRATADA;MEDICAMENTO
CLORIDRATO DE AMBROXOL;14/08/2000;2000;GENÉRICO;103700312;01/08/2025;25351009755;EXPECTORANTES BALSAMICOS E MUCOLITICO;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CLORIDRATO DE AMBROXOL;MEDICAMENTO
MEBENDAZOL;14/08/2000;2000;GENÉRICO;105530278;01/08/2010;25351015055;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE METOCLOPRAMIDA;18/08/2000;2000;GENÉRICO;104650299;01/08/2010;25351015123;ANTIEMETICOS E ANTINAUSEANTES;29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MALEATO DE TIMOLOL;18/08/2000;2000;GENÉRICO;100230239;01/08/2015;25351014603;ANTIGLAUCOMATOSOS;60412327000100 - ALCON LABORATÓRIOS DO BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
OMEPRAZOL SÓDICO;18/08/2000;2000;GENÉRICO;100430730;01/08/2025;25351016432;ANTIULCEROSOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;OMEPRAZOL SÓDICO;MEDICAMENTO
ZOPICLONA;18/08/2000;2000;GENÉRICO;102350466;01/08/2005;25351016569;HIPNOTICOS;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
ALBENDAZOL 40 MG/ML SUSPENSÃO ORAL;28/08/2000;2000;GENÉRICO;103700313;01/08/2025;25351008541;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;ALBENDAZOL;MEDICAMENTO
AMOXICILINA;28/08/2000;2000;GENÉRICO;105530277;01/08/2010;25351005565;PENICILINA DE AMPLO ESPECTRO;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BROMAZEPAM;28/08/2000;2000;GENÉRICO;102350469;01/08/2025;25351015955;ANSIOLITICOS SIMPLES;57507378000365 - EMS S/A;VÁLIDO;BROMAZEPAM;MEDICAMENTO
CICLOSPORINA;28/08/2000;2000;GENÉRICO;105830234;01/08/2025;25351015736;AGENTE IMUNOSUPRESSOR;45992062000165 - GERMED FARMACEUTICA LTDA;VÁLIDO;CICLOSPORINA;MEDICAMENTO
CLORIDRATO DE DILTIAZEM CÁPSULAS;28/08/2000;2000;GENÉRICO;102350471;01/08/2005;25351017565;ANTIANGINOSOS E VASODILATADORES;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO POTÁSSICO;28/08/2000;2000;GENÉRICO;103700314;01/08/2025;25351011562;ANTINFLAMATORIOS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;DICLOFENACO POTÁSSICO;MEDICAMENTO
MALEATO DE ENALAPRIL;28/08/2000;2000;GENÉRICO;102350470;01/08/2025;25351015956;ANTI-HIPERTENSIVOS SIMPLES;57507378000365 - EMS S/A;VÁLIDO;MALEATO DE ENALAPRIL;MEDICAMENTO
SULFAMETOXAZOL + TRIMETOPRIMA;28/08/2000;2000;GENÉRICO;102350467;01/08/2005;25351012564;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
piroxicam;28/08/2000;2000;GENÉRICO;102350468;01/08/2025;25351016953;ANTINFLAMATORIOS ANTIREUMATICOS;57507378000365 - EMS S/A;VÁLIDO;PIROXICAM;MEDICAMENTO
SUCCINATO SÓDICO DE HIDROCORTISONA;04/09/2000;2000;GENÉRICO;102350472;01/09/2005;25351011175;ANTINFLAMATORIOS;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
AMOXICILINA;18/09/2000;2000;GENÉRICO;123520040;01/09/2005;25351016227;PENICILINA DE AMPLO ESPECTRO;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
AMOXICILINA;18/09/2000;2000;GENÉRICO;123520044;01/09/2005;25351016596;PENICILINA DE AMPLO ESPECTRO;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
AMOXICILINA + CLAVULANATO DE POTÁSSIO;18/09/2000;2000;GENÉRICO;123520050;01/09/2015;25351018532;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CEFACLOR;18/09/2000;2000;GENÉRICO;123520041;01/09/2005;25351016592;CEFALOSPORINAS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CEFOTAXIMA SÓDICA;18/09/2000;2000;GENÉRICO;123520043;01/09/2005;25351016228;CEFALOSPORINAS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CEFTRIAXONA SÓDICA;18/09/2000;2000;GENÉRICO;123520042;01/09/2005;25351016225;CEFALOSPORINAS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLARITROMICINA;18/09/2000;2000;GENÉRICO;123520046;01/09/2005;25351016598;MACROLIDEOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE CIPROFLOXACINO;18/09/2000;2000;GENÉRICO;123520045;01/09/2005;25351016597;ANTIBIOTICOS SISTEMICOS SIMPLES;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE RANITIDINA;18/09/2000;2000;GENÉRICO;123520047;01/09/2010;25351016601;ANTIULCEROSOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LOVASTATINA;18/09/2000;2000;GENÉRICO;123520049;01/09/2005;25351016600;ANTILIPEMICOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MALEATO DE ENALAPRIL;18/09/2000;2000;GENÉRICO;123520051;01/09/2005;25351016593;ANTI-HIPERTENSIVOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CEFACLOR;25/09/2000;2000;GENÉRICO;123520053;01/09/2005;25351016594;CEFALOSPORINAS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CEFADROXIL;25/09/2000;2000;GENÉRICO;123520052;01/09/2005;25351016226;CEFALOSPORINAS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO DIETILAMÔNIO;26/09/2000;2000;GENÉRICO;101810333;01/09/2020;25351018987;ANTINFLAMATORIOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO RESINATO;26/09/2000;2000;GENÉRICO;101810332;01/09/2020;25351018990;ANTINFLAMATORIOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO SÓDICO;26/09/2000;2000;GENÉRICO;101810334;01/09/2010;25351018989;ANTINFLAMATORIOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO SÓDICO;26/09/2000;2000;GENÉRICO;102350474;01/09/2005;25351020289;ANTINFLAMATORIOS;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
FENOXIMETILPENICÍLINA POTÁSSICA;26/09/2000;2000;GENÉRICO;102350475;01/09/2015;25351019077;FENOXIPENICILINAS;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
NIFEDIPINO;26/09/2000;2000;GENÉRICO;102350476;01/09/2005;25351020391;ANTIANGINOSOS E VASODILATADORES;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
SULFAMETOXAZOL + TRIMETOPRIMA;26/09/2000;2000;GENÉRICO;103700315;01/09/2025;25351016643;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;SULFAMETOXAZOL +  TRIMETOPRIMA;MEDICAMENTO
DICLOFENACO SÓDICO;04/10/2000;2000;GENÉRICO;102350473;01/09/2005;25351019355;ANTINFLAMATORIOS ANTIREUMATICOS;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
NISTATINA;04/10/2000;2000;GENÉRICO;101810335;01/09/2015;25351020525;ANTIMICOTICO;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MEBENDAZOL;09/10/2000;2000;GENÉRICO;104650300;01/09/2010;25351014552;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ACICLOVIR;13/10/2000;2000;GENÉRICO;104650301;01/10/2010;25351017591;ANTIVIROTICOS;29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PIROXICAM;25/10/2000;2000;GENÉRICO;100890264;01/10/2005;25351021349;ANTINFLAMATORIOS ANTIREUMATICOS;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
ATENOLOL;27/10/2000;2000;GENÉRICO;100890266;01/10/2005;25351021351;ANTI-HIPERTENSIVOS SIMPLES;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
CAPTOPRIL;27/10/2000;2000;GENÉRICO;100890265;01/10/2005;25351021350;ANTI-HIPERTENSIVOS SIMPLES;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
OMEPRAZOL;27/10/2000;2000;GENÉRICO;101810337;01/10/2020;25351022587;ANTIULCEROSOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
GENFIBROZILA;31/10/2000;2000;GENÉRICO;112130223;01/10/2020;25351021884;ANTILIPEMICOS;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CETOCONAZOL;01/11/2000;2000;GENÉRICO;102350477;01/11/2025;25351022069;ANTIMICOTICO;57507378000365 - EMS S/A;VÁLIDO;CETOCONAZOL;MEDICAMENTO
CETOCONAZOL;03/11/2000;2000;GENÉRICO;104650306;01/11/2010;25351022014;ANTIMICOTICOS PARA USO TOPICO;29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CARBAMAZEPINA;13/11/2000;2000;GENÉRICO;112130224;01/11/2020;25351021871;ANTICONVULSIVANTES;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE RANITIDINA;13/11/2000;2000;GENÉRICO;100890267;01/11/2015;25351024482;ANTIULCEROSOS;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE TICLOPIDINA;16/11/2000;2000;GENÉRICO;112130225;01/11/2020;25351021901;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE CIPROFLOXACINO;20/11/2000;2000;GENÉRICO;102350478;01/11/2025;25351023143;ANTIBIOTICOS SISTEMICOS SIMPLES;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
ACICLOVIR;22/11/2000;2000;GENÉRICO;102980250;01/11/2025;25351015008;ANTIVIROTICOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;ACICLOVIR;MEDICAMENTO
cloridrato de lidocaína;22/11/2000;2000;GENÉRICO;102980249;01/11/2025;25351015005;ANESTESICOS LOCAIS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;CLORIDRATO DE LIDOCAÍNA MONOIDRATADA ;MEDICAMENTO
AMOXICILINA;24/11/2000;2000;GENÉRICO;105830235;01/11/2020;25351022070;PENICILINA DE AMPLO ESPECTRO;45992062000165 - GERMED FARMACEUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
AMOXICILINA;24/11/2000;2000;GENÉRICO;105830236;01/11/2020;25351016962;PENICILINA DE AMPLO ESPECTRO;45992062000165 - GERMED FARMACEUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE DILTIAZEM;27/11/2000;2000;GENÉRICO;112130226;01/11/2005;25351021870;ANTIANGINOSOS E VASODILATADORES;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CARBIDOPA / LEVODOPA;28/11/2000;2000;GENÉRICO;112130227;01/11/2020;25351023062;ANTIPARKINSONIANOS;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE FLUOXETINA;28/11/2000;2000;GENÉRICO;112130228;01/11/2020;25351024694;ANTIDEPRESSIVOS;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE AMBROXOL;01/12/2000;2000;GENÉRICO;102350481;01/12/2025;25351020030;EXPECTORANTES BALSAMICOS E MUCOLITICO;57507378000365 - EMS S/A;VÁLIDO;CLORIDRATO DE AMBROXOL;MEDICAMENTO
CLORIDRATO DE TERBINAFINA;01/12/2000;2000;GENÉRICO;102350480;01/12/2025;25351022889;ANTIMICOTICO;57507378000365 - EMS S/A;VÁLIDO;CLORIDRATO DE TERBINAFINA;MEDICAMENTO
CEFADROXILA;11/12/2000;2000;GENÉRICO;100430733;01/12/2025;25351016949;CEFALOSPORINAS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CEFADROXILA;MEDICAMENTO
CLARITROMICINA;11/12/2000;2000;GENÉRICO;102350482;01/12/2025;25351023574;MACROLIDEOS;57507378000365 - EMS S/A;VÁLIDO;CLARITROMICINA;MEDICAMENTO
MEBENDAZOL;11/12/2000;2000;GENÉRICO;109680057;01/12/2005;25351025021;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;43521129000158 - LABORATÓRIO KINDER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
METRONIDAZOL;11/12/2000;2000;GENÉRICO;102350483;01/12/2015;25351024197;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO SÓDICO;15/12/2000;2000;GENÉRICO;101810338;01/12/2020;25351028556;ANTINFLAMATORIOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
amoxicilina + clavulonato de potássio;15/12/2000;2000;GENÉRICO;123520055;01/12/2015;25351022917;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MALEATO DE DEXCLORFENIRAMINA;22/12/2000;2000;GENÉRICO;102980253;01/12/2005;25351024198;ANTI-HISTAMINICOS SISTEMICOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
LISINOPRIL;26/12/2000;2000;GENÉRICO;123520056;01/12/2020;25351027603;ANTI-HIPERTENSIVOS SIMPLES;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MEBENDAZOL;26/12/2000;2000;GENÉRICO;102350485;01/12/2025;25351025333;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;57507378000365 - EMS S/A;VÁLIDO;MEBENDAZOL;MEDICAMENTO
BROMOPRIDA;05/01/2001;2001;GENÉRICO;102350486;01/01/2026;25351022791;ANTIEMETICOS E ANTINAUSEANTES;57507378000365 - EMS S/A;VÁLIDO;BROMOPRIDA;MEDICAMENTO
CLORIDRATO DE BETAXOLOL;17/01/2001;2001;GENÉRICO;102980257;01/01/2026;25351028008;ANTIGLAUCOMATOSOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;CLORIDRATO DE BETAXOLOL;MEDICAMENTO
NISTATINA;17/01/2001;2001;GENÉRICO;102980256;01/01/2016;25351022116;ANTIMICOTICO;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
DEXAMETASONA;19/01/2001;2001;GENÉRICO;102980258;01/01/2026;25351025339;GLICOCORTICOIDES SISTEMICOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;DEXAMETASONA;MEDICAMENTO
ACICLOVIR;22/01/2001;2001;GENÉRICO;123520057;01/01/2026;25351027604;ANTIVIROTICOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;VÁLIDO;ACICLOVIR;MEDICAMENTO
MEBENDAZOL;24/01/2001;2001;GENÉRICO;102980259;01/01/2026;25351026869;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;MEBENDAZOL;MEDICAMENTO
CITRATO DE TAMOXIFENO;31/01/2001;2001;GENÉRICO;100470280;01/01/2026;25351029607;ANTINEOPLASICO;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CITRATO DE TAMOXIFENO;MEDICAMENTO
NISTATINA;01/02/2001;2001;GENÉRICO;102980260;01/02/2026;25351030195;ANTIMICOTICO;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;NISTATINA;MEDICAMENTO
DICLOFENACO POTASSICO;02/02/2001;2001;GENÉRICO;123520058;01/02/2026;25351027602;ANTINFLAMATORIOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;VÁLIDO;DICLOFENACO POTÁSSICO;MEDICAMENTO
CLORIDRATO DE FLUOXETINA;07/02/2001;2001;GENÉRICO;100470290;01/02/2026;25351028818;ANTIDEPRESSIVOS;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE FLUOXETINA;MEDICAMENTO
ETOMIDATO;07/02/2001;2001;GENÉRICO;102980262;01/02/2026;25351031377;HIPNOTICOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;ETOMIDATO;MEDICAMENTO
MEBENDAZOL;14/02/2001;2001;GENÉRICO;102980263;01/02/2026;25351027120;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;MEBENDAZOL;MEDICAMENTO
NIMESULIDA;14/02/2001;2001;GENÉRICO;101810339;01/02/2021;25351001007;ANTINFLAMATORIOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLOTRIMAZOL;16/02/2001;2001;GENÉRICO;104650003;01/02/2011;25351022712;ANTIMICOTICOS PARA USO TOPICO;29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SINVASTATINA;19/02/2001;2001;GENÉRICO;123520048;01/09/2025;25351016599;ANTILIPEMICOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;VÁLIDO;SINVASTATINA;MEDICAMENTO
MALEATO DE ENALAPRIL;22/02/2001;2001;GENÉRICO;112130011;01/02/2020;25351000923;ANTI-HIPERTENSIVOS SIMPLES;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE DOXORRUBICINA;06/03/2001;2001;GENÉRICO;100430004;01/03/2026;25351019161;ANTIBIOTICOS ANTINEOPLASICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CLORIDRATO DE DOXORRUBICINA;MEDICAMENTO
FOSFATO DE CLINDAMICINA;06/03/2001;2001;GENÉRICO;100430006;01/03/2011;25351026021;ANTIBIOTICOS SISTEMICOS SIMPLES;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
CAPTOPRIL;12/03/2001;2001;GENÉRICO;112130229;01/02/2016;25351030163;ANTI-HIPERTENSIVOS SIMPLES;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE SERTRALINA;12/03/2001;2001;GENÉRICO;112130230;01/03/2021;25351028712;ANTIDEPRESSIVOS;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLOTRIMAZOL;12/03/2001;2001;GENÉRICO;101810341;01/03/2016;25351005122;ANTIMICOTICOS PARA USO TOPICO;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
HIDRÓXIDO DE ALUMÍNIO;12/03/2001;2001;GENÉRICO;125680024;01/03/2011;25351001307;ANTIACIDO;73856593000166 - PRATI DONADUZZI & CIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO  DE BETAXOLOL 0,5%;15/03/2001;2001;GENÉRICO;100230003;01/03/2011;25351018008;ANTIGLAUCOMATOSOS;60412327000100 - ALCON LABORATÓRIOS DO BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
CROMOGLICATO DISSÓDICO;15/03/2001;2001;GENÉRICO;100230001;01/03/2011;25351026623;ANTIALERGICOS TOPICOS;60412327000100 - ALCON LABORATÓRIOS DO BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO DIETILAMONIO;15/03/2001;2001;GENÉRICO;100430009;01/03/2016;25351001013;ANTINFLAMATORIOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
SULFATO DE NEOMICINA + BACITRACINA;15/03/2001;2001;GENÉRICO;101810340;01/03/2016;25351022290;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE RANITIDINA;19/03/2001;2001;GENÉRICO;100430007;01/03/2006;25351001903;ANTIULCEROSOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO SODICO;19/03/2001;2001;GENÉRICO;100430001;01/03/2011;25351001012;ANTINFLAMATORIOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
FUROSEMIDA;19/03/2001;2001;GENÉRICO;103870038;01/03/2026;25351001303;DIURETICOS SIMPLES;17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;VÁLIDO;FUROSEMIDA;MEDICAMENTO
ciprofloxacino;19/03/2001;2001;GENÉRICO;100430739;01/03/2011;25351021798;ANTIBIOTICOS SISTEMICOS SIMPLES;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
cefalexina;22/03/2001;2001;GENÉRICO;100430735;01/03/2011;25351030014;CEFALOSPORINAS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
LORATADINA;23/03/2001;2001;GENÉRICO;101810343;01/03/2016;25351006320;ANTI-HISTAMINICOS SISTEMICOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TETRACICLINA + ANFOTERICINA B;23/03/2001;2001;GENÉRICO;101810342;01/03/2016;25351006327;PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
AMPICILINA SODICA;28/03/2001;2001;GENÉRICO;108580220;01/03/2006;25351024832;PENICILINA DE AMPLO ESPECTRO;51603488000182 - PRODOTTI LABORATÓRIO FARMACÊUTICO LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
BACLOFENO;28/03/2001;2001;GENÉRICO;102350488;01/03/2002;25351000188;RELAXANTES MUSCULARES CENTRAIS SIMPLES;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
BENZILPENICILINA POTÁSSICA;28/03/2001;2001;GENÉRICO;100430741;01/03/2011;25351015675;PENICILINA G E DERIVADOS (BENZILPENICILINAS);61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
BENZOILMETRONIDAZOL;28/03/2001;2001;GENÉRICO;102350492;01/03/2026;25351028664;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS;57507378000365 - EMS S/A;VÁLIDO;BENZOILMETRONIDAZOL;MEDICAMENTO
